model,mse,corr,shap_corr,top5_overlap,runtime_ms
surrogate_k10_kmeans.pth,155.56677,-0.01195692005852035,-0.4862277566113165,0.15933333333333333,5.171060562133789
surrogate_k10_uniform.pth,151.9153,0.012328399165482779,0.3738749038997013,0.21399999999999997,5.210399627685547
surrogate_k20_kmeans.pth,749.68604,0.0975422130554483,-0.06167857497716796,0.013333333333333334,5.196332931518555
surrogate_k20_uniform.pth,50572.723,-0.4073795657004408,0.11677888042984032,0.0,5.230188369750977
surrogate_k50_kmeans.pth,9057.92,0.16936135426859827,0.4725770332109454,0.016000000000000004,5.2356719970703125
surrogate_k50_uniform.pth,14181.045,0.0814513526525433,-0.12270903735911884,0.20999999999999996,5.2356719970703125
surrogate_k5_kmeans.pth,265.94507,-0.1234199979148949,-0.5098077141380487,0.2786666666666667,5.206584930419922
surrogate_k5_uniform.pth,14884.54,0.06373649491666658,0.6674184073748087,0.33066666666666666,5.232095718383789
